DocumentId	FileName	ClusterId	ClusterSize
275	C:\Temp\Acquisitions\19895	275	1
276	C:\Temp\Acquisitions\19912	276	1
277	C:\Temp\Acquisitions\19983	277	1
278	C:\Temp\Acquisitions\20035	278	1
279	C:\Temp\Acquisitions\2010	279	1
280	C:\Temp\Acquisitions\2013	280	1
281	C:\Temp\Acquisitions\2024	281	1
282	C:\Temp\Acquisitions\20321	282	1
283	C:\Temp\Acquisitions\20489	283	1
284	C:\Temp\Acquisitions\20725	284	1
285	C:\Temp\Acquisitions\20734	285	1
286	C:\Temp\Acquisitions\20744	286	1
287	C:\Temp\Acquisitions\20775	287	1
288	C:\Temp\Acquisitions\20824	288	1
289	C:\Temp\Acquisitions\20834	289	1
290	C:\Temp\Acquisitions\21000	290	1
291	C:\Temp\Acquisitions\2102	291	1
292	C:\Temp\Acquisitions\21040	292	1
293	C:\Temp\Acquisitions\21041	293	1
294	C:\Temp\Acquisitions\21046	294	1
295	C:\Temp\Acquisitions\21073	295	1
296	C:\Temp\Acquisitions\21129	296	1
297	C:\Temp\Acquisitions\21134	297	1
298	C:\Temp\Acquisitions\21251	298	1
299	C:\Temp\Acquisitions\2126	299	1
300	C:\Temp\Acquisitions\21278	300	1
301	C:\Temp\Acquisitions\21319	301	1
302	C:\Temp\Acquisitions\21357	302	1
303	C:\Temp\Acquisitions\21358	303	1
304	C:\Temp\Acquisitions\21376	304	1
305	C:\Temp\Acquisitions\21382	305	1
306	C:\Temp\Acquisitions\21408	306	1
307	C:\Temp\Acquisitions\21454	307	1
308	C:\Temp\Acquisitions\21462	308	1
309	C:\Temp\Acquisitions\21469	309	1
310	C:\Temp\Acquisitions\2159	310	1
311	C:\Temp\Acquisitions\2193	311	1
312	C:\Temp\Acquisitions\2202	312	1
313	C:\Temp\Acquisitions\2237	313	1
314	C:\Temp\Acquisitions\2240	314	1
315	C:\Temp\Acquisitions\2251	315	1
316	C:\Temp\Acquisitions\2271	316	1
317	C:\Temp\Acquisitions\2301	317	1
318	C:\Temp\Acquisitions\2322	318	1
319	C:\Temp\Acquisitions\2325	319	1
320	C:\Temp\Acquisitions\2344	320	1
321	C:\Temp\Acquisitions\2365	321	1
322	C:\Temp\Acquisitions\2434	322	1
323	C:\Temp\Acquisitions\2532	323	1
324	C:\Temp\Acquisitions\2546	324	1
325	C:\Temp\Acquisitions\2551	325	1
326	C:\Temp\Acquisitions\2570	326	1
327	C:\Temp\Acquisitions\2574	327	1
328	C:\Temp\Acquisitions\2577	328	1
329	C:\Temp\Acquisitions\2583	329	1
330	C:\Temp\Acquisitions\2596	330	1
331	C:\Temp\Acquisitions\2604	331	1
332	C:\Temp\Acquisitions\2609	332	1
333	C:\Temp\Acquisitions\2637	333	1
334	C:\Temp\Acquisitions\2638	334	1
335	C:\Temp\Acquisitions\2647	335	1
336	C:\Temp\Acquisitions\2652	336	1
337	C:\Temp\Acquisitions\2660	337	1
338	C:\Temp\Acquisitions\2699	338	1
339	C:\Temp\Acquisitions\2714	339	1
340	C:\Temp\Acquisitions\2737	340	1
341	C:\Temp\Acquisitions\2813	341	1
342	C:\Temp\Acquisitions\2818	342	1
343	C:\Temp\Acquisitions\2884	343	1
344	C:\Temp\Acquisitions\2897	344	1
345	C:\Temp\Acquisitions\2898	345	1
346	C:\Temp\Acquisitions\2927	346	1
347	C:\Temp\Acquisitions\2946	347	1
348	C:\Temp\Acquisitions\2956	348	1
349	C:\Temp\Acquisitions\3009	349	1
350	C:\Temp\Acquisitions\3023	350	1
351	C:\Temp\Acquisitions\3025	351	1
352	C:\Temp\Acquisitions\304	352	1
353	C:\Temp\Acquisitions\3120	353	1
354	C:\Temp\Acquisitions\3129	354	1
355	C:\Temp\Acquisitions\315	355	1
356	C:\Temp\Acquisitions\3168	356	1
357	C:\Temp\Acquisitions\3176	357	1
358	C:\Temp\Acquisitions\3184	358	1
359	C:\Temp\Acquisitions\3198	359	1
360	C:\Temp\Acquisitions\3229	360	1
361	C:\Temp\Acquisitions\3239	361	1
362	C:\Temp\Acquisitions\3241	362	1
363	C:\Temp\Acquisitions\3251	363	1
364	C:\Temp\Acquisitions\3264	364	1
365	C:\Temp\Acquisitions\3266	365	1
366	C:\Temp\Acquisitions\3295	366	1
367	C:\Temp\Acquisitions\3309	367	1
368	C:\Temp\Acquisitions\3356	368	1
369	C:\Temp\Acquisitions\3384	369	1
370	C:\Temp\Acquisitions\3413	370	1
371	C:\Temp\Acquisitions\3417	371	1
372	C:\Temp\Acquisitions\3596	372	1
373	C:\Temp\Acquisitions\3607	373	1
374	C:\Temp\Acquisitions\3622	374	1
375	C:\Temp\Acquisitions\3673	375	1
376	C:\Temp\Acquisitions\369	376	1
377	C:\Temp\Acquisitions\3707	377	1
378	C:\Temp\Acquisitions\376	378	1
379	C:\Temp\Acquisitions\379	379	1
380	C:\Temp\Acquisitions\3873	380	1
381	C:\Temp\Acquisitions\389	381	1
382	C:\Temp\Acquisitions\3910	382	1
383	C:\Temp\Acquisitions\3961	383	1
384	C:\Temp\Acquisitions\3984	384	1
385	C:\Temp\Acquisitions\4033	385	1
386	C:\Temp\Acquisitions\4107	386	1
387	C:\Temp\Acquisitions\4145	387	1
388	C:\Temp\Acquisitions\4153	388	1
389	C:\Temp\Acquisitions\4161	389	1
390	C:\Temp\Acquisitions\4167	390	1
391	C:\Temp\Acquisitions\4182	391	1
392	C:\Temp\Acquisitions\4201	392	1
393	C:\Temp\Acquisitions\4233	393	1
394	C:\Temp\Acquisitions\4237	394	1
395	C:\Temp\Acquisitions\4277	395	1
396	C:\Temp\Acquisitions\4315	396	1
397	C:\Temp\Acquisitions\4323	397	1
398	C:\Temp\Acquisitions\4339	398	1
399	C:\Temp\Acquisitions\4408	399	1
400	C:\Temp\Acquisitions\442	400	1
401	C:\Temp\Acquisitions\447	401	1
402	C:\Temp\Acquisitions\4493	402	1
403	C:\Temp\Acquisitions\4510	403	1
404	C:\Temp\Acquisitions\4536	404	1
405	C:\Temp\Acquisitions\4537	405	1
406	C:\Temp\Acquisitions\4605	406	1
407	C:\Temp\Acquisitions\4606	407	1
408	C:\Temp\Acquisitions\4615	408	1
409	C:\Temp\Acquisitions\4622	409	1
410	C:\Temp\Acquisitions\4623	410	1
411	C:\Temp\Acquisitions\4659	411	1
412	C:\Temp\Acquisitions\467	412	1
413	C:\Temp\Acquisitions\474	413	1
414	C:\Temp\Acquisitions\4772	414	1
415	C:\Temp\Acquisitions\4798	415	1
416	C:\Temp\Acquisitions\4806	416	1
417	C:\Temp\Acquisitions\4812	417	1
418	C:\Temp\Acquisitions\4841	418	1
419	C:\Temp\Acquisitions\4850	419	1
420	C:\Temp\Acquisitions\4908	420	1
421	C:\Temp\Acquisitions\4910	421	1
422	C:\Temp\Acquisitions\4955	422	1
423	C:\Temp\Acquisitions\497	423	1
424	C:\Temp\Acquisitions\505	424	1
425	C:\Temp\Acquisitions\5094	425	1
426	C:\Temp\Acquisitions\5097	426	1
427	C:\Temp\Acquisitions\5112	427	1
428	C:\Temp\Acquisitions\5121	428	1
429	C:\Temp\Acquisitions\5286	429	1
430	C:\Temp\Acquisitions\5287	430	1
431	C:\Temp\Acquisitions\5293	431	1
432	C:\Temp\Acquisitions\5299	432	1
433	C:\Temp\Acquisitions\532	433	1
434	C:\Temp\Acquisitions\5411	434	1
435	C:\Temp\Acquisitions\5435	435	1
436	C:\Temp\Acquisitions\5465	436	1
437	C:\Temp\Acquisitions\547	437	1
438	C:\Temp\Acquisitions\5477	438	1
439	C:\Temp\Acquisitions\553	439	1
440	C:\Temp\Acquisitions\5615	440	1
441	C:\Temp\Acquisitions\5667	441	1
442	C:\Temp\Acquisitions\5670	442	1
443	C:\Temp\Acquisitions\5672	443	1
444	C:\Temp\Acquisitions\5740	444	1
445	C:\Temp\Acquisitions\5789	445	1
446	C:\Temp\Acquisitions\5854	446	1
447	C:\Temp\Acquisitions\5900	447	1
448	C:\Temp\Acquisitions\5902	448	1
449	C:\Temp\Acquisitions\5934	449	1
450	C:\Temp\Acquisitions\5937	450	1
451	C:\Temp\Acquisitions\5947	451	1
452	C:\Temp\Acquisitions\5986	452	1
453	C:\Temp\Acquisitions\6027	453	1
454	C:\Temp\Acquisitions\6034	454	1
455	C:\Temp\Acquisitions\6059	455	1
456	C:\Temp\Acquisitions\6085	456	1
457	C:\Temp\Acquisitions\6096	457	1
458	C:\Temp\Acquisitions\6103	458	1
459	C:\Temp\Acquisitions\6135	459	1
460	C:\Temp\Acquisitions\6188	460	1
461	C:\Temp\Acquisitions\6217	461	1
462	C:\Temp\Acquisitions\6223	462	1
463	C:\Temp\Acquisitions\6276	463	1
464	C:\Temp\Acquisitions\6340	464	1
465	C:\Temp\Acquisitions\6361	465	1
466	C:\Temp\Acquisitions\6373	466	1
467	C:\Temp\Acquisitions\6402	467	1
468	C:\Temp\Acquisitions\6422	468	1
469	C:\Temp\Acquisitions\6441	469	1
470	C:\Temp\Acquisitions\6477	470	1
471	C:\Temp\Acquisitions\6497	471	1
472	C:\Temp\Acquisitions\6499	472	1
473	C:\Temp\Acquisitions\6538	473	1
474	C:\Temp\Acquisitions\6616	474	1
475	C:\Temp\Acquisitions\6659	475	1
476	C:\Temp\Acquisitions\6682	476	1
477	C:\Temp\Acquisitions\6689	477	1
478	C:\Temp\Acquisitions\6694	478	1
479	C:\Temp\Acquisitions\6695	479	1
480	C:\Temp\Acquisitions\6697	480	1
481	C:\Temp\Acquisitions\6702	481	1
482	C:\Temp\Acquisitions\6719	482	1
483	C:\Temp\Acquisitions\6731	483	1
484	C:\Temp\Acquisitions\6767	484	1
485	C:\Temp\Acquisitions\6789	485	1
486	C:\Temp\Acquisitions\68	486	2
602	C:\Temp\Acquisitions\dup_68.txt	486	2
487	C:\Temp\Acquisitions\6815	487	1
488	C:\Temp\Acquisitions\6817	488	1
489	C:\Temp\Acquisitions\6818	489	1
490	C:\Temp\Acquisitions\6819	490	1
491	C:\Temp\Acquisitions\6853	491	1
492	C:\Temp\Acquisitions\6856	492	1
493	C:\Temp\Acquisitions\6873	493	1
494	C:\Temp\Acquisitions\6874	494	1
495	C:\Temp\Acquisitions\6886	495	1
496	C:\Temp\Acquisitions\68_plus_space.txt	496	1
497	C:\Temp\Acquisitions\6928	497	1
498	C:\Temp\Acquisitions\6961	498	2
499	C:\Temp\Acquisitions\7030	498	2
500	C:\Temp\Acquisitions\7041	499	1
501	C:\Temp\Acquisitions\706	500	1
502	C:\Temp\Acquisitions\7090	501	1
503	C:\Temp\Acquisitions\7110	502	1
504	C:\Temp\Acquisitions\7130	503	1
505	C:\Temp\Acquisitions\7136	504	1
506	C:\Temp\Acquisitions\7149	505	1
507	C:\Temp\Acquisitions\7220	506	1
508	C:\Temp\Acquisitions\7260	507	1
509	C:\Temp\Acquisitions\7315	508	1
510	C:\Temp\Acquisitions\735	509	1
511	C:\Temp\Acquisitions\7433	510	1
512	C:\Temp\Acquisitions\745	511	1
513	C:\Temp\Acquisitions\7469	512	1
514	C:\Temp\Acquisitions\762	513	1
515	C:\Temp\Acquisitions\7644	514	1
516	C:\Temp\Acquisitions\7672	515	1
517	C:\Temp\Acquisitions\768	516	1
518	C:\Temp\Acquisitions\7693	517	1
519	C:\Temp\Acquisitions\7698	518	1
520	C:\Temp\Acquisitions\7729	519	1
521	C:\Temp\Acquisitions\7796	520	1
522	C:\Temp\Acquisitions\7964	521	1
523	C:\Temp\Acquisitions\7997	522	1
524	C:\Temp\Acquisitions\8115	523	1
525	C:\Temp\Acquisitions\820	524	1
526	C:\Temp\Acquisitions\8327	525	1
527	C:\Temp\Acquisitions\8351	526	1
528	C:\Temp\Acquisitions\8355	527	1
529	C:\Temp\Acquisitions\8359	528	1
530	C:\Temp\Acquisitions\8367	529	1
531	C:\Temp\Acquisitions\8370	530	1
532	C:\Temp\Acquisitions\8396	531	1
533	C:\Temp\Acquisitions\840	532	1
534	C:\Temp\Acquisitions\8428	533	1
535	C:\Temp\Acquisitions\844	534	1
536	C:\Temp\Acquisitions\8467	535	1
537	C:\Temp\Acquisitions\8472	536	1
538	C:\Temp\Acquisitions\8496	537	1
539	C:\Temp\Acquisitions\8518	538	1
540	C:\Temp\Acquisitions\8544	539	1
541	C:\Temp\Acquisitions\8567	540	1
542	C:\Temp\Acquisitions\8571	541	1
543	C:\Temp\Acquisitions\8628	542	2
544	C:\Temp\Acquisitions\8666	542	2
545	C:\Temp\Acquisitions\8685	543	1
546	C:\Temp\Acquisitions\8690	544	1
547	C:\Temp\Acquisitions\8704	545	1
548	C:\Temp\Acquisitions\8717	546	1
549	C:\Temp\Acquisitions\8748	547	1
550	C:\Temp\Acquisitions\8771	548	1
551	C:\Temp\Acquisitions\8780	549	1
552	C:\Temp\Acquisitions\8781	550	1
553	C:\Temp\Acquisitions\8795	551	1
554	C:\Temp\Acquisitions\8823	552	1
555	C:\Temp\Acquisitions\8830	553	1
556	C:\Temp\Acquisitions\8849	554	1
557	C:\Temp\Acquisitions\8853	555	1
558	C:\Temp\Acquisitions\8855	556	1
559	C:\Temp\Acquisitions\8877	557	1
560	C:\Temp\Acquisitions\8909	558	1
561	C:\Temp\Acquisitions\8947	559	1
562	C:\Temp\Acquisitions\8962	560	1
563	C:\Temp\Acquisitions\8974	561	1
564	C:\Temp\Acquisitions\8996	562	1
565	C:\Temp\Acquisitions\8998	563	1
566	C:\Temp\Acquisitions\9027	564	1
567	C:\Temp\Acquisitions\904	565	1
568	C:\Temp\Acquisitions\9081	566	1
569	C:\Temp\Acquisitions\9102	567	1
570	C:\Temp\Acquisitions\9108	568	1
571	C:\Temp\Acquisitions\9156	569	1
572	C:\Temp\Acquisitions\9239	570	1
573	C:\Temp\Acquisitions\9283	571	1
574	C:\Temp\Acquisitions\932	572	1
575	C:\Temp\Acquisitions\9324	573	1
576	C:\Temp\Acquisitions\9332	574	1
577	C:\Temp\Acquisitions\9338	575	1
578	C:\Temp\Acquisitions\9431	576	1
579	C:\Temp\Acquisitions\9432	577	1
580	C:\Temp\Acquisitions\9434	578	1
581	C:\Temp\Acquisitions\9443	579	1
582	C:\Temp\Acquisitions\9510	580	1
583	C:\Temp\Acquisitions\9539	581	1
584	C:\Temp\Acquisitions\9544	582	1
585	C:\Temp\Acquisitions\9557	583	1
586	C:\Temp\Acquisitions\9570	584	1
587	C:\Temp\Acquisitions\963	585	1
588	C:\Temp\Acquisitions\9644	586	1
589	C:\Temp\Acquisitions\9661	587	1
590	C:\Temp\Acquisitions\9677	588	1
591	C:\Temp\Acquisitions\9733	589	1
592	C:\Temp\Acquisitions\9809	590	1
593	C:\Temp\Acquisitions\982	591	1
594	C:\Temp\Acquisitions\9833	592	1
595	C:\Temp\Acquisitions\9858	593	1
596	C:\Temp\Acquisitions\9867	594	1
597	C:\Temp\Acquisitions\9891	595	1
598	C:\Temp\Acquisitions\9893	596	1
599	C:\Temp\Acquisitions\9920	597	1
600	C:\Temp\Acquisitions\9925	598	1
601	C:\Temp\Acquisitions\9971	599	1
603	C:\Temp\Acquisitions\FV_BMC.txt	600	1
604	C:\Temp\Acquisitions\FV_DG.txt	601	1
605	C:\Temp\Acquisitions\FV_Dish.txt	602	1
606	C:\Temp\Acquisitions\FV_TI.txt	603	1
